                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                0.73611,                0.91467,                 1.2822,                0.78665,                 0.8368,                0.85611,                0.68204,                0.77437,                0.67876,                 1.4666,               0.008722,               0.008722,               0.008722
                    145,                0.73312,                0.89969,                  1.282,                0.78863,                0.83871,                0.85628,                 0.6819,                0.77431,                0.67837,                 1.4665,               0.008713,               0.008713,               0.008713
                    146,                0.73634,                 0.9104,                  1.287,                0.78952,                0.83852,                0.85655,                0.68134,                0.77411,                0.67794,                 1.4662,               0.008704,               0.008704,               0.008704
                    147,                0.73938,                0.90278,                 1.2912,                0.79286,                0.83534,                0.85586,                0.68146,                0.77457,                 0.6772,                 1.4669,               0.008695,               0.008695,               0.008695
                    148,                0.73517,                0.89997,                 1.2869,                0.79459,                 0.8322,                0.85633,                0.68174,                0.77487,                0.67701,                 1.4671,               0.008686,               0.008686,               0.008686
                    149,                 0.7342,                0.90201,                 1.2849,                0.79467,                0.83123,                 0.8569,                0.68167,                0.77539,                0.67682,                  1.467,               0.008677,               0.008677,               0.008677
                    150,                0.73225,                0.89706,                 1.2843,                0.79648,                0.82929,                0.85686,                0.68198,                0.77526,                0.67731,                 1.4667,               0.008668,               0.008668,               0.008668
                    151,                0.73319,                0.88915,                 1.2819,                0.79379,                0.83085,                0.85655,                0.68177,                0.77544,                0.67732,                 1.4667,               0.008659,               0.008659,               0.008659
                    152,                0.73751,                0.89934,                 1.2833,                0.79306,                0.83238,                0.85615,                0.68145,                0.77508,                0.67716,                 1.4665,                0.00865,                0.00865,                0.00865
                    153,                0.74133,                0.89548,                 1.2855,                0.79595,                0.82648,                0.85622,                0.68166,                0.77498,                0.67698,                 1.4661,               0.008641,               0.008641,               0.008641
